gene,alt_frac,is_tf
O14526,0.08,False
O14559,0.288135593220339,False
O14576,0.15584415584415584,False
O14578,0.010752688172043012,False
O14579,0.25,False
O14593,0.2,False
O14607,0.34615384615384615,False
O14617,0.0967741935483871,False
O14628,0.5714285714285714,True
O14639,0.4117647058823529,False
O14647,0.6206896551724138,False
O14653,0.5,False
O14662,0.8695652173913043,False
O14717,0.8571428571428571,False
O14727,0.8165137614678899,False
O14733,0.29411764705882354,False
O14735,0.2727272727272727,False
O14744,0.3670886075949367,False
O14746,0.6923076923076923,False
O14757,0.29411764705882354,False
O14763,0.2631578947368421,False
O14770,0.46835443037974683,True
O14772,0.3333333333333333,False
O14775,0.25,False
O14786,0.325,False
O14788,0.1111111111111111,False
O14791,0.6,False
O14818,1.0,False
O14829,0.0967741935483871,False
O14836,0.3333333333333333,False
O14874,0.2,False
O14924,0.20408163265306123,False
O14931,0.5294117647058824,False
O14936,0.16030534351145037,False
O14939,0.08333333333333333,False
O14948,0.5,True
O14966,0.75,False
O14974,0.17525773195876287,False
O14979,0.14285714285714285,False
O14983,0.22580645161290322,False
O14986,0.10810810810810811,False
O15013,0.18584070796460178,False
O15021,1.0,False
O15027,0.1,False
O15056,0.07407407407407407,False
O15061,0.3076923076923077,False
O15068,0.12790697674418605,False
O15075,0.26666666666666666,False
O15084,0.13725490196078433,False
O15091,0.52,False
O15105,1.0,False
O15117,0.16666666666666666,False
O15119,0.06666666666666667,True
O15123,0.3076923076923077,False
O15146,0.1724137931034483,False
O15151,0.8571428571428571,False
O15165,1.0,False
O15229,0.18181818181818182,False
O15231,0.631578947368421,False
O15245,0.4444444444444444,False
O15259,0.28205128205128205,False
O15260,0.47058823529411764,False
O15265,0.34375,False
O15294,0.09090909090909091,False
O15296,0.3076923076923077,False
O15315,0.1,False
O15350,0.475,True
O15360,0.71875,False
O15374,0.5714285714285714,False
O15381,0.25,False
O15392,1.0,False
O15409,0.9130434782608695,True
O15438,0.7468354430379747,False
O15439,0.3333333333333333,False
O15440,0.7222222222222222,False
O15444,0.4,False
O15488,0.5,False
O15504,0.42857142857142855,False
O15519,0.7407407407407407,False
O15527,0.6862745098039216,False
O15530,0.43243243243243246,False
O15539,1.0,False
O15553,0.2222222222222222,False
O43147,0.1,True
O43157,0.7469879518072289,False
O43166,0.11475409836065574,False
O43182,0.3333333333333333,False
O43184,0.14285714285714285,False
O43196,0.08333333333333333,False
O43236,1.0,False
O43251,0.6111111111111112,False
O43281,0.6470588235294118,False
O43283,1.0,False
O43295,0.045454545454545456,False
O43299,0.1875,False
O43307,0.3333333333333333,False
O43312,0.68,False
O43318,0.1875,False
O43379,0.6235294117647059,False
O43390,0.4594594594594595,False
O43399,0.5882352941176471,False
O43414,0.25,False
O43426,0.05434782608695652,False
O43432,0.797979797979798,False
O43435,0.125,True
O43439,0.6875,False
O43464,0.5714285714285714,False
O43474,0.5,True
O43490,0.14285714285714285,False
O43491,0.16129032258064516,False
O43493,0.75,False
O43497,0.2810760667903525,False
O43516,0.2857142857142857,False
O43521,1.0,False
O43526,0.5833333333333334,False
O43541,0.5,False
O43555,0.6666666666666666,False
O43556,0.29411764705882354,False
O43561,0.4444444444444444,False
O43581,0.35384615384615387,False
O43663,0.2857142857142857,False
O43665,0.3333333333333333,False
O43670,0.29411764705882354,True
O43679,0.25,False
O43683,0.1780821917808219,False
O43688,0.47058823529411764,False
O43699,0.8536585365853658,False
O43707,0.2571428571428571,False
O43709,0.2,False
O43734,0.7142857142857143,False
O43759,0.5,False
O43766,0.3225806451612903,False
O43768,1.0,False
O43820,1.0,False
O43822,0.42857142857142855,False
O43837,0.16666666666666666,False
O43852,0.6774193548387096,False
O43914,0.7857142857142857,False
O43929,0.20588235294117646,False
O60229,1.0,False
O60237,1.0,False
O60241,0.08695652173913043,False
O60256,0.4117647058823529,False
O60259,0.7333333333333333,False
O60260,0.7894736842105263,False
O60268,0.4,False
O60271,0.13793103448275862,False
O60291,0.15151515151515152,False
O60293,1.0,False
O60308,0.6052631578947368,False
O60313,0.08771929824561403,False
O60331,0.1044776119402985,False
O60333,0.5555555555555556,False
O60336,0.06666666666666667,False
O60337,0.041666666666666664,False
O60341,0.15,False
O60343,0.15,False
O60443,0.25,False
O60449,1.0,False
O60462,0.5384615384615384,False
O60477,0.3333333333333333,False
O60493,1.0,False
O60502,0.5,False
O60506,0.22580645161290322,False
O60566,0.13043478260869565,False
O60610,0.09090909090909091,False
O60637,0.3684210526315789,False
O60641,0.25,False
O60658,0.7746478873239436,False
O60663,0.375,True
O60664,0.2857142857142857,False
O60667,0.7272727272727273,False
O60671,0.7142857142857143,False
O60701,0.3,False
O60716,0.3871866295264624,False
O60721,0.4,False
O60729,0.1791044776119403,False
O60733,0.03225806451612903,False
O60784,0.3103448275862069,False
O60828,0.782608695652174,False
O60840,0.0625,False
O60858,1.0,False
O60861,0.35135135135135137,False
O60869,0.5714285714285714,False
O60879,0.07407407407407407,False
O60880,1.0,False
O60885,0.2682926829268293,False
O60902,0.25,True
O60909,0.23076923076923078,False
O60941,0.14772727272727273,False
O60942,0.3023255813953488,False
O75023,0.12,False
O75027,0.23404255319148937,False
O75030,0.47368421052631576,True
O75037,0.07246376811594203,False
O75038,0.22727272727272727,False
O75052,0.8636363636363636,False
O75061,0.08928571428571429,False
O75069,0.5294117647058824,False
O75081,0.18181818181818182,False
O75094,0.05555555555555555,False
O75112,0.6129032258064516,False
O75121,1.0,False
O75122,0.5319148936170213,False
O75128,0.49295774647887325,False
O75129,0.6721311475409836,False
O75140,0.4666666666666667,False
O75143,0.21311475409836064,False
O75144,0.4,False
O75147,0.30434782608695654,False
O75150,0.1111111111111111,False
O75154,0.2682926829268293,False
O75167,0.12,False
O75170,0.205607476635514,False
O75177,0.3684210526315789,False
O75179,0.04950495049504951,False
O75182,0.6170212765957447,False
O75185,0.09090909090909091,False
O75190,0.25,False
O75223,1.0,False
O75290,0.7857142857142857,True
O75298,0.35714285714285715,False
O75309,0.22388059701492538,False
O75319,0.3333333333333333,False
O75330,0.23529411764705882,False
O75334,0.6878048780487804,False
O75335,0.15151515151515152,False
O75340,0.6,False
O75344,0.21739130434782608,False
O75365,0.1111111111111111,False
O75367,0.125,False
O75369,0.043478260869565216,False
O75376,0.5321100917431193,False
O75382,0.14285714285714285,False
O75386,0.6896551724137931,False
O75400,0.8666666666666667,False
O75410,0.2602739726027397,False
O75414,0.7777777777777778,False
O75419,0.1111111111111111,False
O75425,0.4,False
O75426,0.5675675675675675,False
O75445,0.6503067484662577,False
O75461,0.3684210526315789,True
O75473,0.1346153846153846,False
O75475,0.3142857142857143,False
O75494,0.4857142857142857,False
O75530,0.25,False
O75534,0.1111111111111111,False
O75553,0.6595744680851063,False
O75569,0.18181818181818182,False
O75575,0.5789473684210527,False
O75578,0.14285714285714285,False
O75582,0.4,False
O75586,0.6086956521739131,False
O75602,0.3225806451612903,False
O75604,0.08333333333333333,False
O75626,0.5,True
O75648,0.6538461538461539,False
O75665,0.5714285714285714,False
O75674,0.5945945945945946,False
O75678,1.0,False
O75688,0.5789473684210527,False
O75689,0.3225806451612903,False
O75771,0.8604651162790697,False
O75815,0.4642857142857143,False
O75820,1.0,True
O75822,0.42857142857142855,False
O75838,0.5714285714285714,False
O75840,1.0,True
O75865,1.0,False
O75882,0.14814814814814814,False
O75888,0.6428571428571429,False
O75891,0.6883116883116883,False
O75908,0.4166666666666667,False
O75914,0.06666666666666667,False
O75916,0.10526315789473684,False
O75923,0.04582651391162029,False
O75925,0.14285714285714285,False
O75928,0.18518518518518517,False
O75935,0.5263157894736842,False
O75943,0.18181818181818182,False
O75952,1.0,False
O75970,0.06666666666666667,False
O76036,0.6774193548387096,False
O76054,0.36363636363636365,False
O76064,0.8333333333333334,False
O76075,0.8235294117647058,False
O76081,0.25,False
O76082,0.23809523809523808,False
O76083,0.2683982683982684,False
O76090,0.3333333333333333,False
O94759,0.09375,False
O94762,0.6226415094339622,False
O94763,0.18181818181818182,False
O94779,0.25,False
O94788,0.3469387755102041,False
O94810,0.20408163265306123,False
O94812,0.12121212121212122,False
O94813,0.07272727272727272,False
O94818,0.6756756756756757,False
O94822,0.06666666666666667,False
O94827,0.17073170731707318,False
O94851,0.2523364485981308,False
O94856,0.503448275862069,False
O94864,0.3076923076923077,False
O94868,0.34,False
O94875,0.3236994219653179,False
O94887,0.2,False
O94901,0.9090909090909091,False
O94905,0.45454545454545453,False
O94916,0.9111111111111111,True
O94921,0.15384615384615385,False
O94925,0.21212121212121213,False
O94929,0.6571428571428571,False
O94956,0.40425531914893614,False
O94966,0.1796875,False
O94967,0.2727272727272727,False
O94972,0.10638297872340426,False
O94973,0.3898305084745763,False
O94979,0.11494252873563218,False
O94983,0.22018348623853212,True
O94986,0.10204081632653061,False
O94988,0.17647058823529413,False
O95049,0.1,False
O95069,0.5384615384615384,False
O95104,0.1864406779661017,False
O95153,0.04918032786885246,False
O95155,0.10714285714285714,False
O95169,0.5714285714285714,False
O95171,0.0967741935483871,False
O95196,0.5714285714285714,False
O95197,0.86,False
O95198,0.2857142857142857,False
O95208,0.375,False
O95236,1.0,False
O95243,0.6052631578947368,True
O95248,0.09016393442622951,False
O95251,0.1791044776119403,True
O95255,1.0,False
O95256,0.2222222222222222,False
O95258,0.22580645161290322,False
O95263,0.7297297297297297,False
O95267,0.32432432432432434,False
O95273,0.23809523809523808,False
O95278,1.0,False
O95294,0.23809523809523808,False
O95297,0.7857142857142857,False
O95298,1.0,False
O95302,0.4642857142857143,False
O95319,0.35135135135135137,False
O95352,0.11764705882352941,False
O95359,0.3230769230769231,False
O95379,0.5,False
O95382,0.08771929824561403,False
O95388,1.0,False
O95394,0.21052631578947367,False
O95398,0.4507042253521127,False
O95405,0.09090909090909091,False
O95425,0.1,False
O95428,0.1038961038961039,False
O95453,0.38823529411764707,False
O95460,0.3333333333333333,False
O95466,0.07692307692307693,False
O95487,0.125,False
O95490,0.15602836879432624,False
O95498,0.6296296296296297,False
O95544,0.25,False
O95600,0.6,True
O95628,0.4166666666666667,False
O95639,0.375,False
O95644,0.6538461538461539,True
O95670,1.0,False
O95671,0.2702702702702703,False
O95677,0.1780821917808219,False
O95684,0.6129032258064516,False
O95704,0.625,False
O95718,0.25,True
O95758,0.2537313432835821,False
O95760,0.6521739130434783,False
O95780,1.0,True
O95789,1.0,False
O95793,0.29411764705882354,False
O95819,0.21311475409836064,False
O95831,1.0,False
O95834,0.19047619047619047,False
O95861,0.3181818181818182,False
O95864,0.30434782608695654,False
O95866,0.7916666666666666,False
O95876,0.5909090909090909,False
O95905,0.15384615384615385,False
O95922,1.0,False
O95925,1.0,False
O95936,0.47058823529411764,True
O95944,0.6470588235294118,False
O95954,0.10344827586206896,False
O95965,0.3,False
O95970,0.45454545454545453,False
O95971,1.0,False
O95990,1.0,False
O95998,0.5,False
O96005,0.25,False
O96013,0.08695652173913043,False
O96017,1.0,False
O96028,1.0,False
P00167,0.7692307692307693,False
P00338,0.696969696969697,False
P00367,0.12,False
P00387,0.3076923076923077,False
P00390,0.25,False
P00533,0.5428571428571428,False
P00750,0.04,False
P00973,0.4782608695652174,False
P01009,1.0,False
P01011,0.6666666666666666,False
P01042,0.3225806451612903,False
P01100,1.0,True
P01130,0.29411764705882354,False
P01133,0.14285714285714285,False
P01135,0.5,False
P01241,0.35714285714285715,False
P01242,0.7894736842105263,False
P01344,1.0,False
P01732,0.45454545454545453,False
P01854,0.4,False
P02545,0.3142857142857143,False
P02686,1.0,False
P02724,0.21052631578947367,False
P02751,0.7142857142857143,False
P02774,0.12,False
P03372,0.42857142857142855,True
P04035,0.08108108108108109,False
P04062,0.3,False
P04150,0.3939393939393939,True
P04179,1.0,False
P04233,0.45454545454545453,False
P04278,0.7142857142857143,False
P04424,0.21739130434782608,False
P04626,0.09433962264150944,False
P04629,0.09090909090909091,False
P04637,0.4782608695652174,True
P04798,1.0,False
P04818,0.6666666666666666,False
P04899,0.22580645161290322,False
P04920,0.09090909090909091,False
P04921,0.7,False
P05019,0.5294117647058824,False
P05023,0.07352941176470588,False
P05067,0.26717557251908397,False
P05089,0.375,False
P05106,0.1724137931034483,False
P05155,0.4,False
P05165,0.1,False
P05186,0.2,False
P05549,0.14285714285714285,True
P05556,0.14473684210526316,False
P06133,0.45454545454545453,False
P06239,0.16666666666666666,False
P06241,0.0625,False
P06396,0.1044776119402985,False
P06401,0.45454545454545453,True
P06681,0.25,False
P06730,0.3181818181818182,False
P06748,0.3225806451612903,False
P06753,0.631578947368421,False
P06756,0.11363636363636363,False
P07093,0.28,False
P07098,0.2631578947368421,False
P07101,0.23076923076923078,False
P07108,0.5238095238095238,False
P07202,0.2786885245901639,False
P07288,0.7894736842105263,False
P07307,0.375,False
P07332,0.17647058823529413,False
P07492,1.0,False
P07585,1.0,False
P07910,0.5555555555555556,False
P07911,0.14285714285714285,False
P07951,0.3333333333333333,False
P07992,0.5151515151515151,False
P08047,0.2727272727272727,True
P08048,0.5,True
P08151,0.2,True
P08174,0.23809523809523808,False
P08195,0.11764705882352941,False
P08235,0.8518518518518519,True
P08236,0.45454545454545453,False
P08237,0.1044776119402985,False
P08243,0.0625,False
P08253,0.21052631578947367,False
P08397,0.23076923076923078,False
P08559,0.36363636363636365,False
P08575,0.01694915254237288,False
P08581,0.5102040816326531,False
P08621,0.28,False
P08631,0.16666666666666666,False
P08651,0.3684210526315789,True
P08962,0.4,False
P09086,0.18518518518518517,True
P09132,1.0,False
P09455,0.7,False
P09466,0.3333333333333333,False
P09493,0.4578313253012048,False
P09496,0.8148148148148148,False
P09603,0.4,False
P09622,0.18518518518518517,False
P09651,0.4444444444444444,False
P09912,0.25,False
P09917,0.2682926829268293,False
P09919,0.7857142857142857,False
P09960,0.18181818181818182,False
P0C024,0.75,False
P0C7W0,0.8095238095238095,False
P0C869,1.0,False
P0CAP1,1.0,False
P0CAP2,0.75,False
P0DI81,0.3333333333333333,False
P0DML3,0.75,False
P0DMM9,0.42857142857142855,False
P0DPB3,0.3333333333333333,False
P0DPD6,0.08108108108108109,False
P0DTE4,0.3333333333333333,False
P10155,0.3142857142857143,False
P10242,0.5714285714285714,True
P10275,0.5,True
P10276,0.3181818181818182,True
P10451,0.4375,False
P10636,0.42857142857142855,False
P10721,0.14285714285714285,False
P10747,0.7272727272727273,False
P10826,0.3181818181818182,True
P10827,0.19230769230769232,True
P10911,0.2052980132450331,False
P10912,0.058823529411764705,False
P10966,0.625,False
P11049,0.5263157894736842,False
P11137,0.36363636363636365,False
P11171,0.5,False
P11177,0.4,False
P11277,0.12121212121212122,False
P11308,0.3076923076923077,True
P11362,1.0,False
P11413,0.16666666666666666,False
P11464,0.4782608695652174,False
P11532,0.6619385342789598,False
P12081,0.28,False
P12107,0.06415094339622641,False
P12110,0.07407407407407407,False
P12111,0.855072463768116,False
P12272,1.0,False
P12524,1.0,True
P12757,0.5,True
P12814,0.15294117647058825,False
P12821,0.36538461538461536,False
P12872,0.5,False
P12931,0.16666666666666666,False
P12955,0.2682926829268293,False
P13056,0.14285714285714285,True
P13232,0.45454545454545453,False
P13378,1.0,True
P13473,0.2222222222222222,False
P13497,0.2727272727272727,False
P13569,0.05660377358490566,False
P13591,0.5076923076923077,False
P13611,0.15384615384615385,False
P13631,0.3333333333333333,True
P13637,0.08695652173913043,False
P13646,0.3333333333333333,False
P13674,0.1951219512195122,False
P13688,0.4782608695652174,False
P13797,0.16129032258064516,False
P13805,0.21052631578947367,False
P13928,0.7857142857142857,False
P13929,0.1,False
P14091,0.4117647058823529,False
P14136,0.375,False
P14138,0.5714285714285714,False
P14209,0.35714285714285715,False
P14210,0.7368421052631579,False
P14416,0.42857142857142855,False
P14618,0.1,False
P14651,0.5,True
P14678,0.2857142857142857,False
P14859,0.22580645161290322,True
P14921,1.0,True
P15151,0.06666666666666667,False
P15170,0.3023255813953488,False
P15309,0.3,False
P15336,1.0,True
P15408,0.5,True
P15428,1.0,False
P15502,0.3851132686084142,False
P15509,0.5862068965517241,False
P15529,0.47297297297297297,False
P15559,0.625,False
P15621,0.5714285714285714,True
P15622,0.4,True
P15692,0.5714285714285714,False
P15812,1.0,False
P15863,0.5555555555555556,True
P15882,0.53125,False
P15884,0.5371900826446281,True
P15923,0.23529411764705882,True
P15924,0.125,False
P15927,0.19230769230769232,False
P15941,0.847457627118644,False
P15976,0.3333333333333333,True
P16070,0.9102564102564102,False
P16112,0.09090909090909091,False
P16144,0.06493506493506493,False
P16157,0.9565217391304348,False
P16234,0.85,False
P16284,0.21311475409836064,False
P16298,0.2682926829268293,False
P16383,0.9047619047619048,False
P16410,1.0,False
P16452,0.15384615384615385,False
P16471,0.7391304347826086,False
P16473,0.25,False
P16519,0.14285714285714285,False
P16591,0.3103448275862069,False
P16615,0.12195121951219512,False
P16671,0.6097560975609756,False
P16871,0.42857142857142855,False
P16989,0.17647058823529413,True
P17010,0.4,True
P17014,0.7692307692307693,True
P17021,0.6666666666666666,True
P17039,0.5,True
P17040,0.6470588235294118,True
P17096,0.5,True
P17097,0.5,True
P17181,0.3,False
P17342,0.375,False
P17405,0.5,False
P17544,0.76,True
P17693,0.4,False
P17706,0.28205128205128205,False
P17948,0.42857142857142855,False
P18206,0.11627906976744186,False
P18507,0.2,False
P18510,0.5789473684210527,False
P18577,0.6153846153846154,False
P18583,0.6470588235294118,True
P18615,0.22580645161290322,False
P18621,1.0,False
P18847,0.6923076923076923,True
P18858,0.21052631578947367,False
P19021,0.1310344827586207,False
P19224,0.4,False
P19235,0.3333333333333333,False
P19256,0.4375,False
P19320,0.3076923076923077,False
P19367,0.12727272727272726,False
P19438,0.4782608695652174,False
P19440,1.0,False
P19544,0.2553191489361702,True
P19827,0.2972972972972973,False
P19838,0.043478260869565216,True
P19878,0.14285714285714285,False
P20020,0.09523809523809523,False
P20023,0.08108108108108109,False
P20138,0.4,False
P20151,1.0,False
P20273,0.576271186440678,False
P20340,0.7142857142857143,False
P20366,0.2,False
P20701,0.13333333333333333,False
P20711,0.7272727272727273,False
P20718,0.3333333333333333,False
P20794,0.07692307692307693,False
P20807,0.7126436781609196,False
P20810,0.18686868686868688,False
P20823,1.0,True
P20839,0.2087912087912088,False
P20849,0.8888888888888888,False
P20916,0.3076923076923077,False
P20929,0.11585365853658537,False
P20936,0.5402298850574713,False
P20941,0.6,False
P21127,0.15789473684210525,False
P21128,0.2222222222222222,False
P21145,0.6666666666666666,False
P21333,0.053763440860215055,False
P21359,0.6666666666666666,False
P21439,0.1375,False
P21554,1.0,False
P21583,0.17647058823529413,False
P21675,0.05263157894736842,False
P21754,0.25,False
P21757,0.16,False
P21802,0.8675496688741722,False
P21817,0.004739336492890996,False
P21860,1.0,False
P22303,0.5,False
P22304,0.375,False
P22307,1.0,False
P22557,0.1724137931034483,False
P22607,0.20408163265306123,False
P22694,0.45454545454545453,False
P22736,0.23076923076923078,True
P23141,0.2857142857142857,False
P23142,0.16129032258064516,False
P23219,0.5,False
P23229,0.1935483870967742,False
P23280,0.34782608695652173,False
P23416,0.1111111111111111,False
P23443,0.2413793103448276,False
P23467,0.09375,False
P23468,0.1346153846153846,False
P23469,0.13513513513513514,False
P23471,0.11363636363636363,False
P23497,0.45,True
P23560,1.0,False
P23634,0.11475409836065574,False
P23743,0.6756756756756757,False
P23759,0.25,True
P23760,0.8709677419354839,True
P23763,0.5714285714285714,False
P23945,0.15789473684210525,False
P23975,0.25,False
P24001,1.0,False
P24046,0.2222222222222222,False
P24071,1.0,False
P24394,0.2222222222222222,False
P24468,1.0,True
P24530,0.3181818181818182,False
P24557,0.36,False
P24666,0.8,False
P24821,0.14285714285714285,False
P24864,0.23809523809523808,False
P25054,0.25,False
P25101,1.0,False
P25445,0.8292682926829268,False
P25705,0.38235294117647056,False
P25791,1.0,False
P26045,0.18181818181818182,False
P26232,0.4594594594594595,False
P26358,0.06172839506172839,True
P26378,0.2857142857142857,False
P26436,0.5555555555555556,False
P26599,0.034482758620689655,False
P27361,0.45454545454545453,False
P27448,0.14634146341463414,False
P27540,0.2558139534883721,True
P27815,0.43661971830985913,False
P27816,0.8421052631578947,False
P27824,0.28,False
P27986,0.4827586206896552,False
P28074,1.0,False
P28288,0.5882352941176471,False
P28290,0.11764705882352941,False
P28329,0.11363636363636363,False
P28331,0.15151515151515152,False
P28472,0.4838709677419355,False
P28698,0.2,True
P28908,1.0,False
P29122,0.3333333333333333,False
P29218,0.4782608695652174,False
P29323,0.20408163265306123,False
P29350,0.13333333333333333,False
P29353,0.16666666666666666,False
P29372,0.7272727272727273,False
P29374,0.07352941176470588,False
P29376,0.21052631578947367,False
P29466,0.8611111111111112,False
P29474,0.3333333333333333,False
P29475,0.05263157894736842,False
P29590,0.5822784810126582,False
P29692,0.42857142857142855,False
P29728,1.0,False
P29972,0.25,False
P30038,0.2857142857142857,False
P30044,0.6,False
P30085,0.16666666666666666,False
P30154,0.4444444444444444,False
P30203,0.3191489361702128,False
P30281,1.0,False
P30305,0.23404255319148937,False
P30307,0.391304347826087,False
P30511,0.2857142857142857,False
P30622,0.06382978723404255,False
P30626,0.34782608695652173,False
P30793,0.16666666666666666,False
P30988,0.4,False
P31040,0.1724137931034483,False
P31327,0.27184466019417475,False
P31483,0.5454545454545454,False
P31942,0.2222222222222222,False
P31948,0.21428571428571427,False
P31994,0.5945945945945946,False
P32004,0.07407407407407407,False
P32019,0.25,False
P32121,0.3150684931506849,False
P32189,0.03389830508474576,False
P32239,0.5555555555555556,False
P32241,0.2,False
P32298,0.06666666666666667,False
P32322,0.34782608695652173,False
P32418,0.5348837209302325,False
P32856,0.2,False
P32929,0.29411764705882354,False
P33076,0.16666666666666666,False
P33121,0.15,False
P33241,0.1724137931034483,False
P33402,0.19230769230769232,False
P33527,0.14285714285714285,False
P33681,0.5555555555555556,False
P33993,0.4166666666666667,False
P34810,0.3333333333333333,False
P34896,0.2,False
P34897,0.22857142857142856,False
P34913,0.16666666666666666,False
P34969,0.6666666666666666,False
P34998,1.0,False
P35030,0.2,False
P35125,0.22448979591836735,False
P35221,0.35714285714285715,False
P35236,0.14285714285714285,False
P35240,0.9230769230769231,False
P35241,1.0,False
P35348,1.0,False
P35372,1.0,False
P35498,0.038461538461538464,False
P35557,0.1,False
P35573,0.06060606060606061,False
P35580,0.05454545454545454,False
P35610,0.14285714285714285,False
P35611,0.15492957746478872,False
P35612,0.29411764705882354,False
P35613,0.4,False
P35658,0.1111111111111111,False
P35670,0.3,False
P35711,0.673469387755102,True
P35712,0.2542372881355932,True
P35749,0.037037037037037035,False
P35813,1.0,False
P35913,0.19047619047619047,False
P35914,0.45454545454545453,False
P36269,0.3142857142857143,False
P36402,0.34782608695652173,True
P36406,0.16666666666666666,False
P36543,0.4,False
P36544,0.75,False
P36776,0.1509433962264151,False
P36871,0.4,False
P36896,0.5238095238095238,False
P36897,0.19230769230769232,False
P36956,0.1724137931034483,True
P37088,0.1891891891891892,False
P37173,0.3333333333333333,False
P37268,0.5714285714285714,False
P37275,0.4186046511627907,True
P37287,0.5714285714285714,False
P37840,0.7692307692307693,False
P38159,0.7142857142857143,False
P38398,1.0,False
P38405,0.5862068965517241,False
P39060,0.060240963855421686,False
P39880,0.4782608695652174,True
P39905,1.0,False
P40123,0.4642857142857143,False
P40189,0.5,False
P40198,0.8,False
P40225,0.2,False
P40259,0.6470588235294118,False
P40337,0.6,False
P40424,0.4,True
P40426,0.5,True
P40692,0.425531914893617,False
P40763,0.16176470588235295,True
P40925,0.2222222222222222,False
P40967,0.3225806451612903,False
P41217,0.23076923076923078,False
P41229,0.25196850393700787,False
P41235,0.35714285714285715,True
P41440,0.4,False
P41586,0.21428571428571427,False
P41594,0.29411764705882354,False
P42081,0.6551724137931034,False
P42167,0.6842105263157895,False
P42226,0.15,True
P42261,0.23404255319148937,False
P42262,0.26666666666666666,False
P42331,0.5918367346938775,False
